DEPT,SUBJECT,TERMDESC,CRN,COURSE,TITLE,MEET1,INSTR,WHERE1,WHERE2,MAXENRL,CREDS,DAY1,DAY2,BEGINTIME1,ENDTIME1,BEGINTIME2,ENDTIME2,rptWHERE,rptDAYS,rptTIME
PHYS,Physics,Spring 2024,34656,PHYS 5000-15,Directed Research,D,"Romero, Van (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34657,PHYS 5000-16,Directed Research,D,"Norris, Ryan (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34659,PHYS 5000-17,Directed Research,D,"Meier, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35538,PHYS 5002-01,Intro Resrch & Scientific Comm,L,"Sessions, Sharon (P)",WORKC 352, ,15,2,M,,1400,1550,,,WORKC 352,M,1400-1550
PHYS,Physics,Spring 2024,35539,PHYS 5010-01,Electromagnetism,L,"DA Silva, Caitano (P)",WORKC 352, ,15,3,TR,,930,1045,,,WORKC 352,TR,0930-1045
PHYS,Physics,Spring 2024,35540,PHYS 5062-01,Stellar Astrophysics,L,"Creech-Eakman, Michelle (P)",WORKC 352, ,15,3,TR,,1100,1215,,,WORKC 352,TR,1100-1215
PHYS,Physics,Spring 2024,34670,PHYS 5079-01,Graduate-Faculty Seminar,S,"Baylis-Aguirre, Dana (P)",WORKC 101, ,30,1,R,,1545,1700,,,WORKC 101,R,1545-1700
PHYS,Physics,Spring 2024,34677,PHYS 5080-01,Internship,D,"Sonnenfeld, Richard (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35265,PHYS 5089-01,Nuclear Physics,L,"Wells, Douglas (P) / Romero, Van",WORKC 310, ,10,3,MWF,,1000,1050,,,WORKC 310,MWF,1000-1050
PHYS,Physics,Spring 2024,35776,PHYS 5089L-01,Nuclear Physics Lab,B,"Wells, Douglas (P) / Romero, Van", , ,10,1,F,,1355,1520,,, ,F,1355-1520
PHYS,Physics,Spring 2024,34680,PHYS 5090-01,Independent Study,I,"Eilek, Jean (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35541,PHYS 5090-02,Independent Study,I,"Creech-Eakman, Michelle (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34683,PHYS 5090-03,Independent Study,I,"Hofner, Peter (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34687,PHYS 5090-04,Independent Study,I,"Romero, Van (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35543,PHYS 5090-05,Independent Study,I,"Minschwaner, Kenneth (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35545,PHYS 5090-06,Independent Study,I,"Ferreira Raiol Leal, Adonis (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34697,PHYS 5090-07,Independent Study,I,"Raymond, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34701,PHYS 5090-08,Independent Study,I,"Sessions, Sharon (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35546,PHYS 5090-09,Independent Study,I,"Sonnenfeld, Richard (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34706,PHYS 5090-10,Independent Study,I,"Westpfahl, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34708,PHYS 5090-11,Independent Study,I,"Wells, Douglas (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34711,PHYS 5090-12,Independent Study,I,"DA Silva, Caitano (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34713,PHYS 5090-13,Independent Study,I,"Stone, Zeljka (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35547,PHYS 5090-14,Independent Study,I,"Ferreira Raiol Leal, Adonis (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35549,PHYS 5090-15,Independent Study,I,"Norris, Ryan (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34718,PHYS 5090-16,Independent Study,I,"Demorest, Paul (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34722,PHYS 5090-18,Independent Study,I,"Raymond, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34719,PHYS 5091-01,Thesis,T,"Creech-Eakman, Michelle (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34720,PHYS 5091-02,Thesis,T,"DA Silva, Caitano (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34725,PHYS 5091-03,Thesis,T,"Hofner, Peter (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34741,PHYS 5091-04,Thesis,T,"Ferreira Raiol Leal, Adonis (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34764,PHYS 5091-05,Thesis,T,"Westpfahl, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34765,PHYS 5091-06,Thesis,T,"Meier, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34767,PHYS 5091-07,Thesis,T,"Minschwaner, Kenneth (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34768,PHYS 5091-08,Thesis,T,"Morales Juberias, Raul (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34769,PHYS 5091-09,Thesis,T,"Norris, Ryan (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34770,PHYS 5091-10,Thesis,T,"Romero, Van (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34771,PHYS 5091-11,Thesis,T,"Sessions, Sharon (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34772,PHYS 5091-12,Thesis,T,"Sonnenfeld, Richard (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34776,PHYS 5091-13,Thesis,T,"Wells, Douglas (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34782,PHYS 5091-14,Thesis,T,"Stone, Zeljka (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34795,PHYS 5091-16,Thesis,T,"Eilek, Jean (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34797,PHYS 5091-17,Thesis,T,"Demorest, Paul (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34801,PHYS 5091-18,Thesis,T,"Raymond, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34805,PHYS 5095-01,Dissertation,P,"Eilek, Jean (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34812,PHYS 5095-02,Dissertation,P,"Creech-Eakman, Michelle (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34813,PHYS 5095-03,Dissertation,P,"Hofner, Peter (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34814,PHYS 5095-04,Dissertation,P,"Romero, Van (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34816,PHYS 5095-05,Dissertation,P,"Minschwaner, Kenneth (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34818,PHYS 5095-06,Dissertation,P,"Morales Juberias, Raul (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34819,PHYS 5095-07,Dissertation,P,"Raymond, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34822,PHYS 5095-08,Dissertation,P,"Sessions, Sharon (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34824,PHYS 5095-09,Dissertation,P,"Sonnenfeld, Richard (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34826,PHYS 5095-10,Dissertation,P,"Westpfahl, David (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34828,PHYS 5095-11,Dissertation,P,"Stone, Zeljka (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34830,PHYS 5095-12,Dissertation,P,"Demorest, Paul (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35266,PHYS 5095-13,Dissertation,P,"Norris, Ryan (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34832,PHYS 5095-14,Dissertation,P,"Wells, Douglas (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,35734,PHYS 5095-15,Dissertation,P,"DA Silva, Caitano (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34834,PHYS 5095-16,Dissertation,P,"Ferreira Raiol Leal, Adonis (P)", , ,10,Variable,,,,,,, ,,
PHYS,Physics,Spring 2024,34837,PHYS 5095-17,Dissertation,P,"Meier, David (P)", , ,10,Variable,,,,,,, ,,
PSY,Psychology (PSYC),Spring 2024,35766,PSYC 3009L-01,g:Behavioral Neuroscience Lab,B,"Elliott, Taffeta (P)",JONESA 202, ,16,1,W,,1500,1700,,,JONESA 202,W,1500-1700
PSY,Psychology (PSYC),Spring 2024,35815,PSYC 4091-01,Social Preferences in Frogs,D,"Elliott, Taffeta (P)", , ,1,1,,,,,,, ,,
ST,Science For Teachers,Spring 2024,35735,STCH 5002-01D,Biology for Educators,L,"DeVeaux, Linda (P) / Goncz, Kaarin",WEB-V , ,30,3,,,,,,,WEB-V ,,
ST,Science For Teachers,Spring 2024,35740,STCH 5011-01D,Cybersecurity Fundamentals,L,"Shao, Sihua (P)",WEB-V , ,30,3,,,,,,,WEB-V ,,
ST,Science For Teachers,Spring 2024,34633,STCH 5090-01,Independent Study,I,"Westpfahl, David (P)", , ,10,Variable,,,,,,, ,,
ST,Science For Teachers,Spring 2024,34637,STCH 5090-02,Independent Study,I,"Samuels, Mark (P)", , ,10,Variable,,,,,,, ,,
ST,Science For Teachers,Spring 2024,34641,STCH 5090-03,Independent Study,I,"Goncz, Kaarin (P)", , ,2,Variable,,,,,,, ,,
ST,Science For Teachers,Spring 2024,34644,STCH 5090-04,Independent Study,I,"Elliott, Taffeta (P)", , ,5,Variable,,,,,,, ,,
ST,Science For Teachers,Spring 2024,34646,STCH 5090-05,Independent Study,I,"DeVeaux, Linda (P)", , ,5,Variable,,,,,,, ,,
ST,Science For Teachers,Spring 2024,34652,STCH 5090-06,Independent Study,I,"Morales Juberias, Raul (P)", , ,5,Variable,,,,,,, ,,
ST,Science For Teachers,Spring 2024,35267,STCH 5090-07,Independent Study,I,"Hassanalian, Mostafa (P)", , ,5,Variable,,,,,,, ,,
TRBT,Biology,Spring 2024,35322,BIOL 5002-01,Ecosystem Biology,L,"Duval, Benjamin (P)",JONESA 102, ,10,3,TR,,1230,1345,,,JONESA 102,TR,1230-1345
TRBT,Biotechnology,Spring 2024,35330,BIOT 5002-01,Molecular Biotechnology,L,"Rogelj, Snezna (P)",SPEARE 23, ,12,3,TR,,1100,1215,,,SPEARE 23,TR,1100-1215
TRBT,Biotechnology,Spring 2024,35714,BIOT 5089-01,Biomedical Materials,L,"Kalugin, Nikolai (P)",WEIR 202, ,20,3,TR,,1230,1345,,,WEIR 202,TR,1230-1345
TRBT,Biotechnology,Spring 2024,34424,BIOT 5095-01,Dissertation,P,"DeVeaux, Linda (P)", , ,10,Variable,,,,,,, ,,
TRBT,Biotechnology,Spring 2024,34425,BIOT 5095-02,Dissertation,P,"Tartis, Michaelann (P)", , ,10,Variable,,,,,,, ,,
TRCY,Cybersecurity,Spring 2024,34679,CYBS 5000-01D,Directed Research,D,"Liebrock, Lorie (P)",WEB-V , ,10,Variable,,,,,,,WEB-V ,,
TRCY,Cybersecurity,Spring 2024,34682,CYBS 5000-02,Directed Research,D,"Shin, Dongwan (P)", , ,10,Variable,R,,1800,2100,,, ,R,1800-2100
TRCY,Cybersecurity,Spring 2024,35559,CYBS 5003-01D,Cybersecurity Policy,L,"Harper, Thomas (P)",WEB , ,20,3,R,,1800,2100,,,WEB ,R,1800-2100
TRCY,Cybersecurity,Spring 2024,35561,CYBS 5004-01D,Psychology of Cybersecurity,L,"Liebrock, Lorie (P) / Thompson, Stewart",WEB-V , ,15,3,M,,1800,2100,,,WEB-V ,M,1800-2100
TRCY,Cybersecurity,Spring 2024,35565,CYBS 5009-01D,Cybersecurity Risk Analy & Mgt,L,,WEB-V , ,10,3,W,,1500,1800,,,WEB-V ,W,1500-1800
TRCY,Cybersecurity,Spring 2024,35563,CYBS 5015-01D,"Reverse Engineering Malware	",L,"Quist, Daniel (P)", , ,15,3,T,,1800,2100,,, ,T,1800-2100
TRCY,Cybersecurity,Spring 2024,35891,CYBS 5090-01,Independent Study,I,"Quist, Daniel (P)", , ,1,2,,,,,,, ,,
TRCY,Cybersecurity,Spring 2024,34693,CYBS 5090-01D,Independent Study,I,"Liebrock, Lorie (P)",WEB-V , ,10,Variable,,,,,,,WEB-V ,,
TRCY,Cybersecurity,Spring 2024,34696,CYBS 5090-02D,Independent Study,I,"Shin, Dongwan (P)", , ,10,Variable,,,,,,, ,,
TRCY,Cybersecurity,Spring 2024,35838,CYBS 5090-03D,Independent Study,I,"Quist, Daniel (P)", , ,10,Variable,,,,,,, ,,
TRCY,Cybersecurity,Spring 2024,34700,CYBS 5091-01D,Thesis,T,"Liebrock, Lorie (P)",WEB-V , ,10,Variable,,,,,,,WEB-V ,,
TRCY,Cybersecurity,Spring 2024,34702,CYBS 5091-02,Thesis,T,"Shin, Dongwan (P)", , ,10,Variable,,,,,,, ,,
TRCY,Cybersecurity,Spring 2024,35839,CYBS 5091-03D,Thesis,T,"Quist, Daniel (P)", , ,10,Variable,,,,,,, ,,
TRCY,Cybersecurity,Spring 2024,34705,CYBS 5095-01D,Dissertation,P,"Liebrock, Lorie (P)",WEB-V , ,10,Variable,,,,,,,WEB-V ,,
TRCY,Cybersecurity,Spring 2024,34710,CYBS 5095-02,Dissertation,P,"Shin, Dongwan (P)", , ,10,Variable,,,,,,, ,,
TRCY,Cybersecurity,Spring 2024,35840,CYBS 5095-03D,Dissertation,P,"Quist, Daniel (P)", , ,10,Variable,,,,,,, ,,
