CEPR 1005, 22377.0, MW, 06:30 AM - 07:30 AM, 1.0, CEPR 1005 - Cycle Spinning (M/W 06:30 AM - 07:30 AM)
CEPR 1005, 22378.0, TR, 06:30 AM - 07:30 AM, 1.0, CEPR 1005 - Cycle Spinning (T/R 06:30 AM - 07:30 AM)
CEPR 1005, 22379.0, MW, 12:00 PM - 01:00 PM, 1.0, CEPR 1005 - Cycle Spinning (M/W 12:00 PM - 01:00 PM)
CEPR 1005, 22381.0, MW, 05:15 PM - 06:15 PM, 1.0, CEPR 1005 - Cycle Spinning (M/W 05:15 PM - 06:15 PM)
CEPR 1006, 22382.0, MW, 08:00 PM - 08:55 PM, 1.0, CEPR 1006 - Indoor Soccer (M/W 08:00 PM - 08:55 PM)
CEPR 1006, 22384.0, MW, 09:00 PM - 09:55 PM, 1.0, CEPR 1006 - Indoor Soccer (M/W 09:00 PM - 09:55 PM)
CEPR 1009, 22389.0, MW, 05:15 PM - 06:10 PM, 1.0, CEPR 1009 - Beginning Yoga (M/W 05:15 PM - 06:10 PM)
CEPR 1011, 22388.0, TR, 05:15 PM - 06:10 PM, 1.0, CEPR 1011 - Slo Flo Yoga (T/R 05:15 PM - 06:10 PM)
CEPR 1011, 22390.0, MW, 04:00 PM - 04:55 PM, 1.0, CEPR 1011 - Slo Flo Yoga (M/W 04:00 PM - 04:55 PM)
CEPR 1012, 22391.0, MW, 12:00 PM - 12:50 PM, 1.0, CEPR 1012 - Pilates (M/W 12:00 PM - 12:50 PM)
CEPR 1013, 22392.0, F, 03:00 PM - 04:55 PM, 1.0, CEPR 1013 - Self Defense (F 03:00 PM - 04:55 PM)
CEPR 1014, 22393.0, F, 01:00 PM - 02:55 PM, 1.0, CEPR 1014 - Tai Chi Chuan (F 01:00 PM - 02:55 PM)
CEPR 1015, 22394.0, TR, 07:00 PM - 07:55 PM, 1.0, CEPR 1015 - Weightlifting (T/R 07:00 PM - 07:55 PM)
CEPR 1015, 22395.0, TR, 08:00 PM - 08:55 PM, 1.0, CEPR 1015 - Weightlifting (T/R 08:00 PM - 08:55 PM)
CEPR 1015, 22396.0, TR, 06:00 PM - 06:55 PM, 1.0, CEPR 1015 - Weightlifting (T/R 06:00 PM - 06:55 PM)
CEPR 1016, 22397.0, MW, 06:30 PM - 07:25 PM, 1.0, CEPR 1016 - Taijutsu (M/W 06:30 PM - 07:25 PM)
CEPR 1017, 22398.0, M, 07:30 PM - 09:25 PM, 1.0, CEPR 1017 - Archery (M 07:30 PM - 09:25 PM)
CEPR 1018, 22399.0, T, 01:50 PM - 04:50 PM, 1.0, CEPR 1018 - Beg. Rock Climbing (T 01:50 PM - 04:50 PM)
CEPR 1021, 22372.0, MW, 08:00 PM - 08:55 PM, 1.0, CEPR 1021 - Intermediate Belly Dancing (M/W 08:00 PM - 08:55 PM)
CEPR 1024, 22376.0, TR, 11:00 AM - 11:55 AM, 1.0, CEPR 1024 - Intermediate Golf (T/R 11:00 AM - 11:55 AM)
CEFA 1001, 22346.0, M, 05:30 PM - 07:30 PM, 1.0, CEFA 1001 - Hand Building in Clay (M 05:30 PM - 07:30 PM)
CEFA 1002, 22347.0, T, 02:00 PM - 02:55 PM, 1.0, CEFA 1002 - Fundamentals of Photography (T 02:00 PM - 02:55 PM)
CEFA 1003, 22350.0, T, 03:00 PM - 03:55 PM, 1.0, CEFA 1003 - Smartphone Photography (T 03:00 PM - 03:55 PM)
CEFA 1004, 22424.0, W, 05:30 PM - 06:30 PM, 1.0, CEFA 1004 - Introduction to Photoshop (W 05:30 PM - 06:30 PM)
CEFA 1005, 22351.0, T, 05:30 PM - 07:30 PM, 1.0, CEFA 1005 - Drawing Studio I (T 05:30 PM - 07:30 PM)
CEFA 1006, 21741.0, M, 02:30 PM - 04:30 PM, 1.0, CEFA 1006 - Ink & Paint (M 02:30 PM - 04:30 PM)
CEFA 1008, 22354.0, R, 06:00 PM - 08:00 PM, 1.0, CEFA 1008 - Painting in Acrylics (R 06:00 PM - 08:00 PM)
CEFA 1009, 22355.0, M, 10:15 AM - 12:15 PM, 1.0, CEFA 1009 - Painting in Oils (M 10:15 AM - 12:15 PM)
CEFA 1009, 22356.0, M, 12:45 PM - 02:45 PM, 1.0, CEFA 1009 - Painting in Oils (M 12:45 PM - 02:45 PM)
CEFA 1009, 22426.0, R, 03:50 PM - 05:50 PM, 1.0, CEFA 1009 - Painting in Oils (R 03:50 PM - 05:50 PM)
CEFA 1010, 22345.0, M, 02:30 PM - 04:30 PM, 1.0, CEFA 1010 - Wheel Thrown Ceramics (M 02:30 PM - 04:30 PM)
CEFA 1011, 22358.0, T, 02:00 PM - 05:00 PM, 1.0, CEFA 1011 - Metal Arts & Lapidary I (T 02:00 PM - 05:00 PM)
CEFA 1011, 22359.0, T, 06:30 PM - 09:30 PM, 1.0, CEFA 1011 - Metal Arts & Lapidary I (T 06:30 PM - 09:30 PM)
CEFA 1014, 22368.0, U, 01:00 PM - 05:00 PM, 1.0, CEFA 1014 - Armor Making (U 01:00 PM - 05:00 PM)
CEFA 1015, 22361.0, W, 03:30 PM - 05:30 PM, 1.0, CEFA 1015 - Weaving I (W 03:30 PM - 05:30 PM)
CEFA 1016, 22515.0, W, 02:00 PM - 05:00 PM, 1.0, CEFA 1016 - Mosaics (W 02:00 PM - 05:00 PM)
CEFA 1020, 22362.0, T, 05:00 PM - 07:15 PM, 1.0, CEFA 1020 - Ceramics II (T 05:00 PM - 07:15 PM)
CEFA 1021, 22365.0, M, 06:00 PM - 09:00 PM, 1.0, CEFA 1021 - Metal Arts & Lapidary II (M 06:00 PM - 09:00 PM)
CEFA 1026, 22514.0, R, 02:00 PM - 05:00 PM, 1.0, CEFA 1026 - Stained Glass (R 02:00 PM - 05:00 PM)
CEFA 1031, 22367.0, W, 06:30 PM - 09:30 PM, 1.0, CEFA 1031 - Metal  Arts & Lapidary III (W 06:30 PM - 09:30 PM)
CEFA 1036, 22516.0, M, 02:00 PM - 05:00 PM, 1.0, CEFA 1036 - Stained Glass II (M 02:00 PM - 05:00 PM)
COMM 5075, 21441.0, W, 03:30 PM - 06:15 PM, 3.0, COMM 5075 - Communication in the Sciences (W 03:30 PM - 06:15 PM)
COMM 5075, 22489.0, W, 03:30 PM - 06:15 PM, 3.0, COMM 5075 - Communication in the Sciences (W 03:30 PM - 06:15 PM)
GEOL 5093, 22185.0, R, 04:00 PM - 05:00 PM, 1.0, GEOL 5093 - Seminar (R 04:00 PM - 05:00 PM)
CE 101, 22243.0, R, 12:30 PM - 01:20 PM, 1.0, CE 101 - Civil Engineering Seminar (R 12:30 PM - 01:20 PM)
CE 201, 22244.0, TR, 12:30 PM - 01:45 PM, 3.0, CE 201 - Construction Matl/ Prop/Test (T/R 12:30 PM - 01:45 PM)
CE 3002, 21422.0, TR, 09:30 AM - 10:45 AM, 3.0, CE 3002 - Intro to Structural Engr (T/R 09:30 AM - 10:45 AM)
CE 4002, 21419.0, TR, 12:30 PM - 01:45 PM, 3.0, CE 4002 - Intro to Transportation Engr (T/R 12:30 PM - 01:45 PM)
CE 4007, 21420.0, W, 01:00 PM - 01:50 PM, 3.0, CE 4007 - Design of Concrete Structures (W 01:00 PM - 01:50 PM)
CE 4018, 21423.0, TR, 03:30 PM - 04:45 PM, 3.0, CE 4018 - Structural Dynamics (T/R 03:30 PM - 04:45 PM)
CE 4081, 21421.0, R, 02:00 PM - 03:15 PM, 1.0, CE 4081 - Senior Engineering Design I (R 02:00 PM - 03:15 PM)
ENVE 101, 22562.0, R, 12:30 PM - 01:20 PM, 1.0, ENVE 101 - Environmental Engr Seminar (R 12:30 PM - 01:20 PM)
ENVE 201, 22566.0, TR, 09:30 AM - 10:45 AM, 3.0, ENVE 201 - Intro to Envir. Science & Engr (T/R 09:30 AM - 10:45 AM)
ENVE 3003, 21473.0, MWF, 09:00 AM - 09:50 AM, 3.0, ENVE 3003 - Water Treatment Process Design (M/W/F 09:00 AM - 09:50 AM)
ENVE 4011, 21474.0, MW, 11:00 AM - 11:50 AM, 4.0, ENVE 4011 - Solid & Hazardous Waste Engr (M/W 11:00 AM - 11:50 AM)
CEE 5003, 21424.0, MWF, 03:00 PM - 03:50 PM, 3.0, CEE 5003 - Risk Assessment (M/W/F 03:00 PM - 03:50 PM)
CEE 5007, 21425.0, W, 01:00 PM - 01:50 PM, 3.0, CEE 5007 - Design of Concrete Structures (W 01:00 PM - 01:50 PM)
CEE 5012, 21426.0, MWF, 02:00 PM - 02:50 PM, 3.0, CEE 5012 - Indus Water & Wastewater Treat (M/W/F 02:00 PM - 02:50 PM)
CEE 5018, 21436.0, TR, 03:30 PM - 04:45 PM, 3.0, CEE 5018 - Structural Dynamics (T/R 03:30 PM - 04:45 PM)
CEE 5071, 22512.0, T, 02:00 PM - 04:30 PM, 3.0, CEE 5071 - Eng Solution to Climate Change (T 02:00 PM - 04:30 PM)
CSE 4011, 21552.0, TR, 02:00 PM - 03:15 PM, 3.0, CSE 4011 - Data Science (T/R 02:00 PM - 03:15 PM)
CSE 4041, 21553.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 4041 - Cryptography and Applications (T/R 12:30 PM - 01:45 PM)
CSE 4064, 21554.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 4064 - Intro to Soft Computing (T/R 12:30 PM - 01:45 PM)
CSE 4064, 21555.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 4064 - Intro to Soft Computing (T/R 12:30 PM - 01:45 PM)
CSE 4066, 22247.0, TR, 09:30 AM - 10:45 AM, 3.0, CSE 4066 - Machine Learning (T/R 09:30 AM - 10:45 AM)
CSE 4089, 21559.0, M, 04:00 PM - 06:30 PM, 3.0, CSE 4089 - Smart & Secure Sensory Systems (M 04:00 PM - 06:30 PM)
CSE 4089, 21562.0, M, 04:00 PM - 06:30 PM, 3.0, CSE 4089 - Smart & Secure Sensory Systems (M 04:00 PM - 06:30 PM)
CSE 4089, 21646.0, TR, 03:30 PM - 04:45 PM, 3.0, CSE 4089 - Predictive Data Analysis (T/R 03:30 PM - 04:45 PM)
CSE 4089, 21648.0, T, 03:30 PM - 06:30 PM, 3.0, CSE 4089 - Foundations of Info Security (T 03:30 PM - 06:30 PM)
CSE 4089, 21647.0, TR, 11:00 AM - 12:15 PM, 3.0, CSE 4089 - AI and Cybersecurity (T/R 11:00 AM - 12:15 PM)
CSE 4089, 22420.0, TR, 11:00 AM - 12:15 PM, 3.0, CSE 4089 - AI and Cybersecurity (T/R 11:00 AM - 12:15 PM)
CHEM 0130, 20884.0, W, 12:00 PM - 12:50 PM, 1.0, CHEM 0130 - Issues in Chem and Biochem (W 12:00 PM - 12:50 PM)
CHEM 0289, 20752.0, W, 08:00 PM - 08:50 PM, 1.0, CHEM 0289 - Chem Literature & Media (W 08:00 PM - 08:50 PM)
CHEM 1120, 20690.0, TR, 06:30 PM - 09:20 PM, 4.0, CHEM 1120 - Intro to Chemistry (T/R 06:30 PM - 09:20 PM)
CHEM 1215, 20477.0, MWF, 10:00 AM - 10:50 AM, 3.0, CHEM 1215 - General Chemistry I (M/W/F 10:00 AM - 10:50 AM)
CHEM 1215, 20478.0, MWF, 01:00 PM - 01:50 PM, 3.0, CHEM 1215 - General Chemistry I (M/W/F 01:00 PM - 01:50 PM)
CHEM 1215, 20479.0, MWF, 11:00 AM - 11:50 AM, 3.0, CHEM 1215 - General Chemistry I (M/W/F 11:00 AM - 11:50 AM)
CHEM 1215, 20750.0, MTWR, 05:00 PM - 05:50 PM, 3.0, CHEM 1215 - General Chemistry I (Advanced) (M/T/W/R 05:00 PM - 05:50 PM)
CHEM 1215L, 20480.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (M 02:00 PM - 04:30 PM)
CHEM 1215L, 20481.0, M, 06:30 PM - 09:00 PM, 1.0, CHEM 1215L - General Chemistry I Lab (M 06:30 PM - 09:00 PM)
CHEM 1215L, 20482.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (T 02:00 PM - 04:30 PM)
CHEM 1215L, 20483.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (W 02:00 PM - 04:30 PM)
CHEM 1215L, 20484.0, W, 06:30 PM - 09:00 PM, 1.0, CHEM 1215L - General Chemistry I Lab (W 06:30 PM - 09:00 PM)
CHEM 1215L, 20485.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 1215L - General Chemistry I Lab (R 02:00 PM - 04:30 PM)
CSE 5041, 21654.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 5041 - Advanced Cryptography (T/R 12:30 PM - 01:45 PM)
CSE 5061, 21655.0, T, 03:30 PM - 06:30 PM, 3.0, CSE 5061 - Foundtns of Informatn Security (T 03:30 PM - 06:30 PM)
CSE 5067, 21656.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 5067 - Soft Computing (T/R 12:30 PM - 01:45 PM)
CSE 5067, 21666.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 5067 - Soft Computing (T/R 12:30 PM - 01:45 PM)
CSE 5085, 21657.0, WF, 03:00 PM - 03:50 PM, 3.0, CSE 5085 - Graduate Seminar (W/F 03:00 PM - 03:50 PM)
CSE 5085, 21665.0, WF, 03:00 PM - 03:50 PM, 3.0, CSE 5085 - Graduate Seminar (W/F 03:00 PM - 03:50 PM)
CSE 5089, 21676.0, TR, 02:00 PM - 03:15 PM, 3.0, CSE 5089 - Intro to Data Science (T/R 02:00 PM - 03:15 PM)
CSE 5089, 21683.0, TR, 09:30 AM - 10:45 AM, 3.0, CSE 5089 - Machine Learning (T/R 09:30 AM - 10:45 AM)
CSE 5089, 21702.0, TR, 03:30 PM - 04:45 PM, 3.0, CSE 5089 - AI and Cybersecurity (T/R 03:30 PM - 04:45 PM)
CSE 5089, 21705.0, M, 04:00 PM - 06:30 PM, 3.0, CSE 5089 - Smart & Secure Sensory Systems (M 04:00 PM - 06:30 PM)
CSE 5089, 21709.0, M, 04:00 PM - 06:30 PM, 3.0, CSE 5089 - Smart & Secure Sensory Systems (M 04:00 PM - 06:30 PM)
CSE 5089, 21713.0, TR, 03:30 PM - 04:45 PM, 3.0, CSE 5089 - Predictive Data Analysis (T/R 03:30 PM - 04:45 PM)
CHEM 1215L, 20561.0, T, 06:30 PM - 09:00 PM, 1.0, CHEM 1215L - General Chemistry I Lab (T 06:30 PM - 09:00 PM)
CHEM 1215L, 20729.0, R, 06:30 PM - 09:00 PM, 1.0, CHEM 1215L - General Chemistry I Lab (R 06:30 PM - 09:00 PM)
CHEM 1225, 20486.0, MWF, 09:00 AM - 09:50 AM, 3.0, CHEM 1225 - General Chemistry II (M/W/F 09:00 AM - 09:50 AM)
CHEM 1225L, 20487.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 1225L - General Chemistry II Lab (T 02:00 PM - 04:30 PM)
CHEM 1225L, 20488.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 1225L - General Chemistry II Lab (W 02:00 PM - 04:30 PM)
CHEM 1225L, 20489.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 1225L - General Chemistry II Lab (R 02:00 PM - 04:30 PM)
CHEM 3011, 21264.0, MWF, 11:00 AM - 11:50 AM, 3.0, CHEM 3011 - Quantitative Analysis (M/W/F 11:00 AM - 11:50 AM)
CHEM 3011L, 21265.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 3011L - Quantitative Analysis Lab (M 02:00 PM - 04:30 PM)
CHEM 3011L, 21266.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 3011L - Quantitative Analysis Lab (W 02:00 PM - 04:30 PM)
CHEM 3031, 21267.0, MWF, 01:00 PM - 01:50 PM, 3.0, CHEM 3031 - Physical Chemistry I (M/W/F 01:00 PM - 01:50 PM)
CHEM 3031L, 21268.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 3031L - Physical Chemistry I Lab (T 02:00 PM - 04:30 PM)
CHEM 3031L, 21269.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 3031L - Physical Chemistry I Lab (W 02:00 PM - 04:30 PM)
CHEM 3033, 21271.0, MWF, 09:00 AM - 09:50 AM, 3.0, CHEM 3033 - Organic Chemistry I (M/W/F 09:00 AM - 09:50 AM)
CHEM 3033L, 21272.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (M 02:00 PM - 04:30 PM)
CH E 1010, 21359.0, TR, 01:00 PM - 01:50 PM, 1.0, CH E 1010 - Intro to Chemical Engineering (T/R 01:00 PM - 01:50 PM)
CH E 1010L, 21360.0, T, 02:00 PM - 04:00 PM, 1.0, CH E 1010L - Intro to Chemical Engr. Lab (T 02:00 PM - 04:00 PM)
CH E 3026, 21361.0, TR, 09:30 AM - 10:45 AM, 3.0, CH E 3026 - Principles of Chemical Engr I (T/R 09:30 AM - 10:45 AM)
CH E 3049, 21362.0, TR, 12:30 PM - 01:45 PM, 3.0, CH E 3049 - Chemical Engr. Thermodynamics (T/R 12:30 PM - 01:45 PM)
CH E 3071, 21363.0, TR, 11:00 AM - 12:15 PM, 3.0, CH E 3071 - Solution Methods for Chem Eng (T/R 11:00 AM - 12:15 PM)
CH E 4045L, 21364.0, W, 02:00 PM - 05:00 PM, 1.0, CH E 4045L - Unit Operations Lab (W 02:00 PM - 05:00 PM)
CH E 4053, 22443.0, MWF, 01:00 PM - 01:50 PM, 3.0, CH E 4053 - Advanced Separation Processes (M/W/F 01:00 PM - 01:50 PM)
CH E 4061, 21365.0, TR, 12:30 PM - 01:45 PM, 3.0, CH E 4061 - Plant Design, Econ, & Mgmt I (T/R 12:30 PM - 01:45 PM)
CH E 5053, 22442.0, MWF, 01:00 PM - 01:50 PM, 3.0, CH E 5053 - Advanced Separation Processes (M/W/F 01:00 PM - 01:50 PM)
CH E 5053, 22461.0, MWF, 01:00 PM - 01:50 PM, 3.0, CH E 5053 - Advanced Separation Processes (M/W/F 01:00 PM - 01:50 PM)
CH E 5085, 21382.0, F, 12:00 PM - 12:50 PM, 1.0, CH E 5085 - Graduate Seminar (F 12:00 PM - 12:50 PM)
CH E 5089, 21366.0, TR, 09:30 AM - 10:45 AM, 3.0, CH E 5089 - Conjugated Polymers (T/R 09:30 AM - 10:45 AM)
CH E 5089, 21367.0, TR, 09:30 AM - 10:45 AM, 3.0, CH E 5089 - Conjugated Polymers (T/R 09:30 AM - 10:45 AM)
BIOT 5031, 21506.0, TR, 11:00 AM - 12:15 PM, 3.0, BIOT 5031 - ExpCellBio & BioT (T/R 11:00 AM - 12:15 PM)
BIOT 5035, 22344.0, TR, 11:00 AM - 12:15 PM, 3.0, BIOT 5035 - Bioinformatics (T/R 11:00 AM - 12:15 PM)
BIOT 5089, 21499.0, TR, 09:30 AM - 10:45 AM, 3.0, BIOT 5089 - Bioinspiration & Biomimetics (T/R 09:30 AM - 10:45 AM)
BIOT 5089, 22490.0, TR, 09:30 AM - 10:45 AM, 3.0, BIOT 5089 - Biomolec Simulation & Modeling (T/R 09:30 AM - 10:45 AM)
BMST 3001, 21256.0, F, 12:00 PM - 12:50 PM, 2.0, BMST 3001 - Genetic Eng.: At the Bench (F 12:00 PM - 12:50 PM)
BMST 4095, 21239.0, W, 12:00 PM - 12:50 PM, 2.0, BMST 4095 - Biomedical research & Design (W 12:00 PM - 12:50 PM)
BMST 5093, 22428.0, W, 12:00 PM - 12:50 PM, 3.0, BMST 5093 - Biomed Resrch&Design: Science (W 12:00 PM - 12:50 PM)
BIOL 1131, 20687.0, M, 12:00 PM - 12:50 PM, 1.0, BIOL 1131 - Intro to Biology & BMS (M 12:00 PM - 12:50 PM)
BIOL 2110, 20736.0, MWF, 11:00 AM - 11:50 AM, 3.0, BIOL 2110 - Prin of Bio: Cell & Molecular (M/W/F 11:00 AM - 11:50 AM)
BIOL 2110L, 20393.0, T, 02:00 PM - 04:30 PM, 1.0, BIOL 2110L - Prin of Bio: Cell & Molec Lab (T 02:00 PM - 04:30 PM)
BIOL 2110L, 20394.0, W, 02:00 PM - 04:30 PM, 1.0, BIOL 2110L - Prin of Bio: Cell & Molec Lab (W 02:00 PM - 04:30 PM)
BIOL 2110L, 20395.0, R, 02:00 PM - 04:30 PM, 1.0, BIOL 2110L - Prin of Bio: Cell & Molec Lab (R 02:00 PM - 04:30 PM)
BIOL 2141, 21380.0, M, 02:00 PM - 04:30 PM, 2.0, BIOL 2141 - SEAPHAGE: Phage Discovery (M 02:00 PM - 04:30 PM)
BIOL 2331, 22561.0, MWF, 12:00 PM - 12:50 PM, 3.0, BIOL 2331 - Psychobiology of Sex (M/W/F 12:00 PM - 12:50 PM)
BIOL 3031, 21372.0, MWF, 10:00 AM - 10:50 AM, 3.0, BIOL 3031 - Cell Biology (M/W/F 10:00 AM - 10:50 AM)
BIOL 3041, 21225.0, MWF, 09:00 AM - 09:50 AM, 3.0, BIOL 3041 - Intro Microbiology (M/W/F 09:00 AM - 09:50 AM)
BIOL 3041L, 21226.0, T, 02:00 PM - 04:30 PM, 1.0, BIOL 3041L - Intro Microbiology Lab (T 02:00 PM - 04:30 PM)
BIOL 3041L, 21227.0, W, 02:00 PM - 04:30 PM, 1.0, BIOL 3041L - Intro Microbiology Lab (W 02:00 PM - 04:30 PM)
BIOL 3044, 21228.0, MWF, 01:00 PM - 01:50 PM, 3.0, BIOL 3044 - Intro Ecology (M/W/F 01:00 PM - 01:50 PM)
BIOL 3044L, 21229.0, M, 02:00 PM - 04:30 PM, 1.0, BIOL 3044L - Intro Ecology Lab (M 02:00 PM - 04:30 PM)
BIOL 3045, 21230.0, TR, 09:30 AM - 10:45 AM, 3.0, BIOL 3045 - Evolutionary Biology (T/R 09:30 AM - 10:45 AM)
BIOL 3051, 21231.0, TR, 12:30 PM - 01:45 PM, 3.0, BIOL 3051 - Anatomy & Physiology (T/R 12:30 PM - 01:45 PM)
BIOL 3051L, 21232.0, W, 02:00 PM - 04:30 PM, 1.0, BIOL 3051L - Anatomy and Physiology Lab I (W 02:00 PM - 04:30 PM)
BIOL 3051L, 21233.0, R, 02:00 PM - 04:30 PM, 1.0, BIOL 3051L - Anatomy and Physiology Lab I (R 02:00 PM - 04:30 PM)
BIOL 4031, 21234.0, MWF, 11:00 AM - 11:50 AM, 3.0, BIOL 4031 - Virology (M/W/F 11:00 AM - 11:50 AM)
BIOL 4035, 21236.0, TR, 11:00 AM - 12:15 PM, 3.0, BIOL 4035 - Bioinformatics (T/R 11:00 AM - 12:15 PM)
BIOL 4070, 21240.0, W, 12:00 PM - 12:50 PM, 2.0, BIOL 4070 - Biology CURE (W 12:00 PM - 12:50 PM)
CHEM 3033L, 21273.0, T, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (T 02:00 PM - 04:30 PM)
CHEM 3033L, 21276.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (R 02:00 PM - 04:30 PM)
CHEM 3033L, 22499.0, W, 02:00 PM - 04:30 PM, 1.0, CHEM 3033L - Organic Chemistry I Lab (W 02:00 PM - 04:30 PM)
CHEM 4011, 21279.0, MWF, 09:00 AM - 09:50 AM, 3.0, CHEM 4011 - Advanced Instrumental Methods (M/W/F 09:00 AM - 09:50 AM)
CHEM 4011L, 21280.0, R, 06:30 PM - 09:00 PM, 1.0, CHEM 4011L - Advanced Instrumental Lab (R 06:30 PM - 09:00 PM)
CHEM 4030, 21288.0, F, 02:00 PM - 02:50 PM, 1.0, CHEM 4030 - Chem and Biochem Seminar (F 02:00 PM - 02:50 PM)
CHEM 4041, 21289.0, MWF, 10:00 AM - 10:50 AM, 3.0, CHEM 4041 - Biochemistry I (M/W/F 10:00 AM - 10:50 AM)
CHEM 4041L, 21290.0, M, 02:00 PM - 04:30 PM, 1.0, CHEM 4041L - Biochemistry I Lab (M 02:00 PM - 04:30 PM)
CHEM 4041L, 21291.0, R, 02:00 PM - 04:30 PM, 1.0, CHEM 4041L - Biochemistry I Lab (R 02:00 PM - 04:30 PM)
CHEM 4061, 22460.0, TR, 09:30 AM - 10:45 AM, 3.0, CHEM 4061 - Biomolec Simulation & Modeling (T/R 09:30 AM - 10:45 AM)
CHEM 4089, 21297.0, TR, 11:00 AM - 12:15 PM, 3.0, CHEM 4089 - Advanced Electrochemistry (T/R 11:00 AM - 12:15 PM)
ARTH 1116, 21435.0, MWF, 11:00 AM - 11:50 AM, 3.0, ARTH 1116 - History of Design (Freshman) (M/W/F 11:00 AM - 11:50 AM)
ARTH 1116, 21437.0, MWF, 11:00 AM - 11:50 AM, 3.0, ARTH 1116 - History of Design (M/W/F 11:00 AM - 11:50 AM)
ARTH 4089, 21439.0, MWF, 11:00 AM - 11:50 AM, 3.0, ARTH 4089 - Special Topics in Hist Design (M/W/F 11:00 AM - 11:50 AM)
BIOL 4089, 21222.0, TR, 11:00 AM - 12:15 PM, 3.0, BIOL 4089 - Exp. Cell Biology & BioT	 (T/R 11:00 AM - 12:15 PM)
BIOL 5001, 21248.0, M, 12:00 PM - 12:50 PM, 1.0, BIOL 5001 - Graduate  Seminar (M 12:00 PM - 12:50 PM)
BIOL 5031, 21235.0, MWF, 11:00 AM - 11:50 AM, 3.0, BIOL 5031 - Virology (M/W/F 11:00 AM - 11:50 AM)
BIOL 5035, 21237.0, TR, 11:00 AM - 12:15 PM, 3.0, BIOL 5035 - Bioinformatics (T/R 11:00 AM - 12:15 PM)
BIOL 5089, 21221.0, TR, 11:00 AM - 12:15 PM, 3.0, BIOL 5089 - Exp. Cell Biology & BioT	 (T/R 11:00 AM - 12:15 PM)
CHEM 5029, 21324.0, F, 02:00 PM - 03:15 PM, 1.0, CHEM 5029 - Graduate Seminar (F 02:00 PM - 03:15 PM)
CHEM 5061, 22462.0, TR, 09:30 AM - 10:45 AM, 3.0, CHEM 5061 - Biomolec Simulation & Modeling (T/R 09:30 AM - 10:45 AM)
CHEM 5089, 21326.0, TR, 11:00 AM - 12:15 PM, 3.0, CHEM 5089 - Advanced Electrochemistry (T/R 11:00 AM - 12:15 PM)
AFAS 120, 22476.0, W, 02:00 PM - 02:50 PM, 1.0, AFAS 120 - Heritage and Value I  Freshman (W 02:00 PM - 02:50 PM)
AFAS 120, 22479.0, W, 02:00 PM - 02:50 PM, 1.0, AFAS 120 - Heritage and Value I (W 02:00 PM - 02:50 PM)
AFAS 120L, 22477.0, W, 03:00 PM - 05:15 PM, 1.0, AFAS 120L - Leadership Laboratory Freshman (W 03:00 PM - 05:15 PM)
AFAS 120L, 22480.0, W, 03:00 PM - 05:15 PM, 1.0, AFAS 120L - Leadership Laboratory (W 03:00 PM - 05:15 PM)
AFAS 250, 22478.0, W, 01:00 PM - 01:50 PM, 1.0, AFAS 250 - Team and Leadership Fund I (W 01:00 PM - 01:50 PM)
AFAS 250L, 22482.0, W, 03:00 PM - 05:00 PM, 1.0, AFAS 250L - Leadership Lab I (W 03:00 PM - 05:00 PM)
AFAS 329, 22483.0, MWF, 07:00 AM - 08:00 AM, 1.0, AFAS 329 - Active Duty Phys Training Prep (M/W/F 07:00 AM - 08:00 AM)
AE 3013, 22343.0, TR, 08:00 AM - 09:15 AM, 3.0, AE 3013 - Orbital Mechanics (T/R 08:00 AM - 09:15 AM)
AE 4063, 22342.0, TR, 09:30 AM - 10:45 AM, 3.0, AE 4063 - Bioinspiration & Biomimetics (T/R 09:30 AM - 10:45 AM)
ACCT 2110, 20910.0, MWF, 09:00 AM - 09:50 AM, 3.0, ACCT 2110 - Fundamentals of Accounting I (M/W/F 09:00 AM - 09:50 AM)
ACCT 3071, 21895.0, TR, 05:00 PM - 06:15 PM, 3.0, ACCT 3071 - Financial Accounting (T/R 05:00 PM - 06:15 PM)
